"","trisk","df","logLik","AIC","BIC","Method","Cancer","Age","Sex","Database"
"500",3925,2,-2630.176,5264.352,5275.702,"Log-normal","Stomach","70 to 79","Both","CPRD_GOLD"
"501",3925,3,-2619.618,5245.236,5262.261,"Generalised Gamma","Stomach","70 to 79","Both","CPRD_GOLD"
"502",3925,3,-2612.4,5230.8,5247.825,"Spline (1 knot)","Stomach","70 to 79","Both","CPRD_GOLD"
"503",3925,5,-2606.628,5223.257,5251.632,"Spline (3 knots)","Stomach","70 to 79","Both","CPRD_GOLD"
"504",2169,2,-1838.847,3681.693,3692.859,"Gompertz","Stomach","80 +","Both","CPRD_GOLD"
"505",2169,2,-1895.258,3794.516,3805.682,"WeibullPH","Stomach","80 +","Both","CPRD_GOLD"
"506",2169,1,-2094.783,4191.567,4197.149,"Exponential","Stomach","80 +","Both","CPRD_GOLD"
"507",2169,2,-1796.727,3597.455,3608.62,"Log-logistic","Stomach","80 +","Both","CPRD_GOLD"
"508",2169,2,-1794.347,3592.694,3603.859,"Log-normal","Stomach","80 +","Both","CPRD_GOLD"
"509",2169,3,-1794.254,3594.508,3611.256,"Generalised Gamma","Stomach","80 +","Both","CPRD_GOLD"
"510",2169,3,-1791.119,3588.238,3604.987,"Spline (1 knot)","Stomach","80 +","Both","CPRD_GOLD"
"511",2169,5,-1789.771,3589.543,3617.456,"Spline (3 knots)","Stomach","80 +","Both","CPRD_GOLD"
"512",277109,2,-66346.467,132696.934,132714.853,"Gompertz","Prostate","All","Both","CPRD_GOLD"
"513",277109,2,-66342.541,132689.083,132707.002,"WeibullPH","Prostate","All","Both","CPRD_GOLD"
"514",277109,1,-66348.71,132699.42,132708.38,"Exponential","Prostate","All","Both","CPRD_GOLD"
"515",277109,2,-66450.32,132904.639,132922.559,"Log-logistic","Prostate","All","Both","CPRD_GOLD"
"516",277109,2,-66982.837,133969.674,133987.593,"Log-normal","Prostate","All","Both","CPRD_GOLD"
"517",277109,3,-66342.462,132690.924,132717.803,"Generalised Gamma","Prostate","All","Both","CPRD_GOLD"
"518",277109,3,-66340.641,132687.281,132714.161,"Spline (1 knot)","Prostate","All","Both","CPRD_GOLD"
"519",277109,5,-66318.718,132647.436,132692.236,"Spline (3 knots)","Prostate","All","Both","CPRD_GOLD"
"520",105,2,-5.142,14.284,15.562,"Gompertz","Prostate","18 to 39","Both","CPRD_GOLD"
"521",105,2,-4.911,13.822,15.1,"WeibullPH","Prostate","18 to 39","Both","CPRD_GOLD"
"522",105,1,-5.653,13.306,13.945,"Exponential","Prostate","18 to 39","Both","CPRD_GOLD"
"523",105,2,-4.865,13.731,15.009,"Log-logistic","Prostate","18 to 39","Both","CPRD_GOLD"
"524",105,2,-4.738,13.477,14.755,"Log-normal","Prostate","18 to 39","Both","CPRD_GOLD"
"525",105,3,-3.69,13.379,15.297,"Generalised Gamma","Prostate","18 to 39","Both","CPRD_GOLD"
"526",2259,2,-196.647,397.295,405.346,"Gompertz","Prostate","40 to 49","Both","CPRD_GOLD"
"527",2259,2,-197.01,398.021,406.072,"WeibullPH","Prostate","40 to 49","Both","CPRD_GOLD"
"528",2259,1,-197.311,396.622,400.648,"Exponential","Prostate","40 to 49","Both","CPRD_GOLD"
"529",2259,2,-196.856,397.712,405.764,"Log-logistic","Prostate","40 to 49","Both","CPRD_GOLD"
"530",2259,2,-196.27,396.541,404.593,"Log-normal","Prostate","40 to 49","Both","CPRD_GOLD"
"531",2259,3,-196.262,398.524,410.602,"Generalised Gamma","Prostate","40 to 49","Both","CPRD_GOLD"
"532",2259,3,-196.143,398.286,410.363,"Spline (1 knot)","Prostate","40 to 49","Both","CPRD_GOLD"
"533",2259,5,-195.945,401.89,422.02,"Spline (3 knots)","Prostate","40 to 49","Both","CPRD_GOLD"
"534",30824,2,-2946.697,5897.395,5910.579,"Gompertz","Prostate","50 to 59","Both","CPRD_GOLD"
"535",30824,2,-2947.656,5899.312,5912.496,"WeibullPH","Prostate","50 to 59","Both","CPRD_GOLD"
"536",30824,1,-2947.698,5897.396,5903.988,"Exponential","Prostate","50 to 59","Both","CPRD_GOLD"
"537",30824,2,-2946.027,5896.053,5909.237,"Log-logistic","Prostate","50 to 59","Both","CPRD_GOLD"
"538",30824,2,-2941.701,5887.401,5900.586,"Log-normal","Prostate","50 to 59","Both","CPRD_GOLD"
"539",30824,3,-2941.385,5888.77,5908.546,"Generalised Gamma","Prostate","50 to 59","Both","CPRD_GOLD"
"540",30824,3,-2940.714,5887.428,5907.205,"Spline (1 knot)","Prostate","50 to 59","Both","CPRD_GOLD"
"541",30824,5,-2937.582,5885.164,5918.125,"Spline (3 knots)","Prostate","50 to 59","Both","CPRD_GOLD"
"542",101207,2,-14641.041,29286.082,29301.704,"Gompertz","Prostate","60 to 69","Both","CPRD_GOLD"
"543",101207,2,-14640.982,29285.965,29301.587,"WeibullPH","Prostate","60 to 69","Both","CPRD_GOLD"
"544",101207,1,-14658.268,29318.535,29326.346,"Exponential","Prostate","60 to 69","Both","CPRD_GOLD"
"545",101207,2,-14654.053,29312.107,29327.728,"Log-logistic","Prostate","60 to 69","Both","CPRD_GOLD"
"546",101207,2,-14735.679,29475.358,29490.98,"Log-normal","Prostate","60 to 69","Both","CPRD_GOLD"
"547",101207,3,-14640.614,29287.228,29310.661,"Generalised Gamma","Prostate","60 to 69","Both","CPRD_GOLD"
"548",101207,3,-14640.501,29287.002,29310.434,"Spline (1 knot)","Prostate","60 to 69","Both","CPRD_GOLD"
"549",101207,5,-14621.241,29252.481,29291.536,"Spline (3 knots)","Prostate","60 to 69","Both","CPRD_GOLD"
"550",105523,2,-26732.844,53469.688,53485.677,"Gompertz","Prostate","70 to 79","Both","CPRD_GOLD"
"551",105523,2,-26761.519,53527.038,53543.026,"WeibullPH","Prostate","70 to 79","Both","CPRD_GOLD"
"552",105523,1,-26825.4,53652.8,53660.794,"Exponential","Prostate","70 to 79","Both","CPRD_GOLD"
"553",105523,2,-26895.332,53794.663,53810.652,"Log-logistic","Prostate","70 to 79","Both","CPRD_GOLD"
"554",105523,2,-27188.82,54381.64,54397.629,"Log-normal","Prostate","70 to 79","Both","CPRD_GOLD"
"555",105523,3,-26735.479,53476.958,53500.941,"Generalised Gamma","Prostate","70 to 79","Both","CPRD_GOLD"
"556",105523,3,-26756.732,53519.464,53543.446,"Spline (1 knot)","Prostate","70 to 79","Both","CPRD_GOLD"
"557",105523,5,-26715.993,53441.985,53481.956,"Spline (3 knots)","Prostate","70 to 79","Both","CPRD_GOLD"
"558",37191,2,-17690.764,35385.528,35400.241,"Gompertz","Prostate","80 +","Both","CPRD_GOLD"
"559",37191,2,-17699.475,35402.951,35417.663,"WeibullPH","Prostate","80 +","Both","CPRD_GOLD"
"560",37191,1,-17699.502,35401.003,35408.36,"Exponential","Prostate","80 +","Both","CPRD_GOLD"
"561",37191,2,-17939.247,35882.493,35897.206,"Log-logistic","Prostate","80 +","Both","CPRD_GOLD"
"562",37191,2,-18223.871,36451.742,36466.455,"Log-normal","Prostate","80 +","Both","CPRD_GOLD"
"563",37191,3,-17676.737,35359.474,35381.543,"Generalised Gamma","Prostate","80 +","Both","CPRD_GOLD"
"564",37191,3,-17687.696,35381.392,35403.461,"Spline (1 knot)","Prostate","80 +","Both","CPRD_GOLD"
"565",37191,5,-17675.093,35360.186,35396.968,"Spline (3 knots)","Prostate","80 +","Both","CPRD_GOLD"
